Pos->Pos Category Precision (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.02%,98.89%,95.78%
Pos->Neg Category Precision (%),100.0%,100.0%,100.0%,100.0%,72.09%,80.12%,96.22%,96.09%,82.11%,75.03%,77.31%,72.09%,76.55%,74.65%,69.99%,78.25%,69.12%,71.57%,66.85%,70.57%,67.56%,58.28%
Pos->Pos Category Recall (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.26%,97.22%,94.62%
Pos->Neg Category Recall (%),100.0%,100.0%,100.0%,100.0%,72.09%,80.12%,96.22%,96.09%,82.11%,75.03%,77.31%,72.09%,76.55%,74.6%,69.94%,78.25%,69.12%,71.5%,66.65%,70.75%,65.23%,55.56%
Parseable Sentences (#),1103,262,2136,542,83,33,1968,958,389,131,224,166,507,308,136,44,256,240,158,58,51,28
Pos->Pos Parseable Sentences (#),544,133,1072,255,40,17,963,496,207,79,111,86,252,161,78,22,138,119,83,34,32,17
Pos->Neg Parseable Sentences (#),559,129,1064,287,43,16,1005,462,182,52,113,80,255,147,58,22,118,121,75,24,19,11
Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,91.67%,100.0%,97.76%,99.49%,88.51%,97.39%,93.79%,97.88%,88.76%,87.18%,84.62%,99.61%,91.6%,90.29%,82.86%,78.46%,66.67%
Pos->Pos Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,91.89%,88.89%,70.83%
Pos->Neg Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,84.21%,100.0%,95.45%,98.91%,75.36%,94.96%,87.91%,95.86%,79.03%,74.36%,73.33%,99.16%,84.62%,81.52%,72.73%,65.52%,61.11%
Pos->Pos Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,89.19%,61.11%,45.83%
Pos->Pos Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,89.19%,61.11%,50.0%
Pos->Neg Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,44.19%,57.89%,92.84%,91.53%,64.13%,46.38%,49.58%,43.96%,52.26%,46.77%,34.62%,43.33%,37.82%,41.26%,33.7%,42.42%,13.79%,0.0%
Pos->Neg Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,100.0%,84.21%,100.0%,95.45%,98.91%,75.36%,94.96%,87.91%,95.86%,79.03%,74.36%,73.33%,99.16%,84.62%,81.52%,72.73%,37.93%,22.22%
Pos->Neg Predictions with Main Clause (#),559,129,1064,287,43,16,1005,462,182,52,113,80,255,147,58,22,118,121,75,24,19,8
Pos->Neg Predictions that Negate Main Clause (#),559,129,1064,287,19,11,933,443,118,32,59,40,139,87,27,13,45,59,31,14,8,4
Pos->Neg Predictions that Negate Outside Main Clause (#),0,0,0,0,24,5,72,19,64,20,54,40,116,60,31,9,73,62,44,10,11,4
Pos->Neg Predictions that Negate Outside Main Clause (%),0.0%,0.0%,0.0%,0.0%,55.81%,31.25%,7.16%,4.11%,35.16%,38.46%,47.79%,50.0%,45.49%,40.82%,53.45%,40.91%,61.86%,51.24%,58.67%,41.67%,57.89%,50.0%
Pos->Neg Predictions without Main Clause (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),100.0%,100.0%,100.0%,100.0%,44.19%,57.89%,92.84%,91.53%,64.13%,46.38%,49.58%,43.96%,52.26%,46.77%,34.62%,43.33%,37.82%,41.26%,33.7%,42.42%,27.59%,22.22%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),100.0%,100.0%,100.0%,100.0%,44.19%,68.75%,92.84%,95.89%,64.84%,61.54%,52.21%,50.0%,54.51%,59.18%,46.55%,59.09%,38.14%,48.76%,41.33%,58.33%,42.11%,50.0%
Pos->Neg Predictions with Main Clause (%),100.0%,100.0%,100.0%,100.0%,100.0%,84.21%,100.0%,95.45%,98.91%,75.36%,94.96%,87.91%,95.86%,79.03%,74.36%,73.33%,99.16%,84.62%,81.52%,72.73%,65.52%,44.44%
Pos->Neg Predictions Containing the Target Verb (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,96.55%,77.78%
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),100.0%,100.0%,100.0%,100.0%,46.51%,63.16%,92.84%,91.53%,66.3%,49.28%,50.42%,43.96%,56.39%,49.46%,42.31%,43.33%,41.18%,41.96%,36.96%,42.42%,27.59%,33.33%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),100.0%,100.0%,100.0%,100.0%,46.51%,63.16%,92.84%,91.53%,66.3%,49.28%,50.42%,43.96%,56.39%,49.46%,42.31%,43.33%,41.18%,41.96%,36.96%,42.42%,28.57%,42.86%
